task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
137	dc/2e09f9	72578	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5405022)	COMPLETED	0	2023-10-23 17:06:06.886	5.2s	4s	151.6%	13.6 MB	24.6 MB	61.3 MB	53.1 MB
138	d6/f3e989	73253	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5405022)	COMPLETED	0	2023-10-23 17:06:12.099	1.7s	0ms	100.0%	3.1 MB	5.4 MB	101.2 KB	7.3 KB
139	0c/f261f6	73469	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-23 17:06:13.788	1.7s	0ms	92.3%	3.1 MB	5.4 MB	73.1 KB	3.1 KB
140	37/c931f8	73689	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5556343)	COMPLETED	0	2023-10-23 17:06:15.469	7.1s	5s	143.3%	22.2 MB	34.1 MB	114.7 MB	106.7 MB
141	22/458b79	74449	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-23 17:06:22.567	1.8s	0ms	393.2%	3.1 MB	5.4 MB	85.5 KB	3.7 KB
142	13/c4c5b3	74743	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5556343)	COMPLETED	0	2023-10-23 17:06:24.348	1.8s	0ms	208.7%	3.1 MB	5.4 MB	85.6 KB	2.1 KB
143	fc/fa94ec	75000	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5556343)	COMPLETED	0	2023-10-23 17:06:26.115	1.8s	0ms	102.1%	3.2 MB	5.4 MB	100.3 KB	7 KB
144	1b/ac642d	75213	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-23 17:06:27.934	1.7s	0ms	130.6%	3.2 MB	5.4 MB	73 KB	3.1 KB
145	f6/505429	75430	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5743893)	COMPLETED	0	2023-10-23 17:06:29.610	4.9s	3s	156.7%	18.5 MB	30.1 MB	73.3 MB	68 MB
147	86/2b2790	75924	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5743893)	COMPLETED	0	2023-10-23 17:06:34.536	1.8s	0ms	275.9%	3.2 MB	5.4 MB	85.3 KB	1.8 KB
146	2f/62b5dc	76219	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-23 17:06:36.334	1.7s	0ms	266.7%	3.1 MB	5.4 MB	85.3 KB	3.7 KB
148	a3/22c2b3	76468	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5743893)	COMPLETED	0	2023-10-23 17:06:38.077	1.8s	0ms	96.0%	3.1 MB	5.4 MB	96.4 KB	6.5 KB
149	33/ddf857	76692	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-23 17:06:39.862	1.8s	0ms	118.5%	3.1 MB	5.4 MB	73.3 KB	3.1 KB
150	59/cab22b	76913	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2023-10-23 17:06:41.699	43.8s	42s	122.3%	43.2 MB	55.2 MB	560.1 MB	526.6 MB
152	56/842520	78892	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-23 17:07:25.482	1.7s	0ms	225.6%	3.1 MB	5.4 MB	85.8 KB	3.3 KB
151	14/16ef24	79185	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5181310)	COMPLETED	0	2023-10-23 17:07:27.166	1.8s	0ms	416.0%	3.1 MB	5.4 MB	85.9 KB	2.1 KB
153	d7/e2643b	79435	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5181310)	COMPLETED	0	2023-10-23 17:07:28.927	1.8s	0ms	136.2%	3.1 MB	5.4 MB	102.1 KB	7.5 KB
154	a4/17c276	79654	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SRR13500958)	COMPLETED	0	2023-10-23 17:07:30.738	57.5s	56s	150.3%	539.9 MB	6.3 GB	336.5 MB	25.1 MB
155	1a/aa6408	81497	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (SRR13500958)	COMPLETED	0	2023-10-23 17:08:28.265	2.8s	0ms	73.8%	2.8 MB	11 MB	52.4 KB	418 B
157	db/053191	81763	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-23 17:08:31.020	1.6s	0ms	98.0%	3.2 MB	5.4 MB	74.9 KB	3.2 KB
